CO_IES,NO_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,CO_CURSO,NO_CURSO,CO_REGIAO,CO_UF,CO_MUNICIPIO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,CO_CINE_ROTULO,NO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,NU_ANO_INGRESSO,NU_ANO_REFERENCIA,NU_PRAZO_INTEGRALIZACAO,NU_ANO_INTEGRALIZACAO,NU_PRAZO_ACOMPANHAMENTO,NU_ANO_MAXIMO_ACOMPANHAMENTO,QT_INGRESSANTE,QT_PERMANENCIA,QT_CONCLUINTE,QT_DESISTENCIA,QT_FALECIDO,TAP,TCA,TDA,TCAN,TADA,ARQUIVO_FONTE
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2017,2020,5,2021,8,2024,30,19,0,1,0,63.33333333,0,36.66666667,0,3.333333333,indicadores_trajetoria_educacao_superior_2017_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2017,2021,5,2021,8,2024,30,18,0,1,0,60,0,40,0,3.333333333,indicadores_trajetoria_educacao_superior_2017_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2017,2022,5,2021,8,2024,30,5,10,3,0,16.66666667,33.33333333,50,33.33333333,10,indicadores_trajetoria_educacao_superior_2017_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2017,2023,5,2021,8,2024,30,4,0,1,0,13.33333333,33.33333333,53.33333333,0,3.333333333,indicadores_trajetoria_educacao_superior_2017_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2017,2024,5,2021,8,2024,30,2,2,0,0,6.666666667,40,53.33333333,6.666666667,0,indicadores_trajetoria_educacao_superior_2017_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2018,2018,5,2022,8,2025,30,25,0,5,0,83.33333333,0,16.66666667,0,16.66666667,indicadores_trajetoria_educacao_superior_2018_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2018,2019,5,2022,8,2025,30,21,0,4,0,70,0,30,0,13.33333333,indicadores_trajetoria_educacao_superior_2018_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2018,2020,5,2022,8,2025,30,20,0,1,0,66.66666667,0,33.33333333,0,3.333333333,indicadores_trajetoria_educacao_superior_2018_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2018,2021,5,2022,8,2025,30,16,0,4,0,53.33333333,0,46.66666667,0,13.33333333,indicadores_trajetoria_educacao_superior_2018_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2018,2022,5,2022,8,2025,30,7,2,7,0,23.33333333,6.666666667,70,6.666666667,23.33333333,indicadores_trajetoria_educacao_superior_2018_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2018,2023,5,2022,8,2025,30,5,1,1,0,16.66666667,10,73.33333333,3.333333333,3.333333333,indicadores_trajetoria_educacao_superior_2018_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2018,2024,5,2022,8,2025,30,2,2,1,0,6.666666667,16.66666667,76.66666667,6.666666667,3.333333333,indicadores_trajetoria_educacao_superior_2018_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2019,2019,5,2023,8,2026,37,31,0,6,0,83.78378378,0,16.21621622,0,16.21621622,indicadores_trajetoria_educacao_superior_2019_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2019,2020,5,2023,8,2026,37,26,0,5,0,70.27027027,0,29.72972973,0,13.51351351,indicadores_trajetoria_educacao_superior_2019_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2019,2021,5,2023,8,2026,37,22,0,4,0,59.45945946,0,40.54054054,0,10.81081081,indicadores_trajetoria_educacao_superior_2019_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2019,2022,5,2023,8,2026,37,15,0,7,0,40.54054054,0,59.45945946,0,18.91891892,indicadores_trajetoria_educacao_superior_2019_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2019,2023,5,2023,8,2026,37,11,0,4,0,29.72972973,0,70.27027027,0,10.81081081,indicadores_trajetoria_educacao_superior_2019_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2019,2024,5,2023,8,2026,37,4,7,0,0,10.81081081,18.91891892,70.27027027,18.91891892,0,indicadores_trajetoria_educacao_superior_2019_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2020,2020,5,2024,8,2027,39,39,0,0,0,100,0,0,0,0,indicadores_trajetoria_educacao_superior_2020_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2020,2021,5,2024,8,2027,39,35,1,3,0,89.74358974,2.564102564,7.692307692,2.564102564,7.692307692,indicadores_trajetoria_educacao_superior_2020_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2020,2022,5,2024,8,2027,39,21,0,14,0,53.84615385,2.564102564,43.58974359,0,35.8974359,indicadores_trajetoria_educacao_superior_2020_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2020,2023,5,2024,8,2027,39,7,0,14,0,17.94871795,2.564102564,79.48717949,0,35.8974359,indicadores_trajetoria_educacao_superior_2020_2024.xlsx
571,UNIVERSIDADE FEDERAL DO PARANÁ,1,1,1126727,INFORMÁTICA BIOMÉDICA,4,41,4106902,1,1,0681C02,Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde,06,Computação e Tecnologias da Informação e Comunicação (TIC),2020,2024,5,2024,8,2027,39,5,1,1,0,12.82051282,5.128205128,82.05128205,2.564102564,2.564102564,indicadores_trajetoria_educacao_superior_2020_2024.xlsx
