origin_manifest,origin_row,record_id,identity_key,title,institution,source_url,accessed_at,document_date,document_type,local_path,sha256,version_or_validity,purpose,status,notes,conflict_group,conflict_fields,conflict_status,original_metadata_json
curriculos/2011/fontes/manifesto.csv,35,2011-ementario-ci394,curriculos/2011/fontes/ementario/disciplinas/161276.html,Ementário component record — CI394,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161276,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161276.html,88ceae5e08ba0e686058df303c55c5fd769e4689b87d056ae18a7e1fea4e93bf,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CI394,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ci394"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161276.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CI394"", ""sha256"": ""88ceae5e08ba0e686058df303c55c5fd769e4689b87d056ae18a7e1fea4e93bf"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161276"", ""status"": ""preserved"", ""title"": ""Ementário component record — CI394"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,36,2011-ementario-mn128,curriculos/2011/fontes/ementario/disciplinas/161277.html,Ementário component record — MN128,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161277,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161277.html,80f7adfdb5453f91eddd65dffdf901b34edb5caa94f87508295a7427ea23a5d0,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for MN128,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-mn128"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161277.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for MN128"", ""sha256"": ""80f7adfdb5453f91eddd65dffdf901b34edb5caa94f87508295a7427ea23a5d0"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161277"", ""status"": ""preserved"", ""title"": ""Ementário component record — MN128"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,37,2011-ementario-ci220,curriculos/2011/fontes/ementario/disciplinas/161278.html,Ementário component record — CI220,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161278,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161278.html,39818ab5bedada60dc3bda8430cfb37798036d10544d59bf1ab112975b79e6e5,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CI220,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ci220"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161278.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CI220"", ""sha256"": ""39818ab5bedada60dc3bda8430cfb37798036d10544d59bf1ab112975b79e6e5"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161278"", ""status"": ""preserved"", ""title"": ""Ementário component record — CI220"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,38,2011-ementario-ci221,curriculos/2011/fontes/ementario/disciplinas/161279.html,Ementário component record — CI221,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161279,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161279.html,e8495d9f287c708e67a29a9480f3d00ade6b339c226262cc39f9fb7ef2350ae4,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CI221,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ci221"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161279.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CI221"", ""sha256"": ""e8495d9f287c708e67a29a9480f3d00ade6b339c226262cc39f9fb7ef2350ae4"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161279"", ""status"": ""preserved"", ""title"": ""Ementário component record — CI221"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,39,2011-ementario-ci169,curriculos/2011/fontes/ementario/disciplinas/161280.html,Ementário component record — CI169,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161280,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161280.html,c75af921e6e8a38f6583165657fc5f33d68c215a4581b08a06a1b09910542599,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CI169,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ci169"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161280.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CI169"", ""sha256"": ""c75af921e6e8a38f6583165657fc5f33d68c215a4581b08a06a1b09910542599"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161280"", ""status"": ""preserved"", ""title"": ""Ementário component record — CI169"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,40,2011-ementario-ci172,curriculos/2011/fontes/ementario/disciplinas/161281.html,Ementário component record — CI172,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161281,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161281.html,473999e5ad320fbeafd1b48374a678da3882835083d2632c05761ce7ac0d29c1,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CI172,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ci172"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161281.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CI172"", ""sha256"": ""473999e5ad320fbeafd1b48374a678da3882835083d2632c05761ce7ac0d29c1"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161281"", ""status"": ""preserved"", ""title"": ""Ementário component record — CI172"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,41,2011-ementario-mn129,curriculos/2011/fontes/ementario/disciplinas/161282.html,Ementário component record — MN129,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161282,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161282.html,2b96f9e30529967d028c7d4253b5cb5dee49d2ee466b1b2840a57ce71b162076,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for MN129,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-mn129"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161282.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for MN129"", ""sha256"": ""2b96f9e30529967d028c7d4253b5cb5dee49d2ee466b1b2840a57ce71b162076"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161282"", ""status"": ""preserved"", ""title"": ""Ementário component record — MN129"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fontes/manifesto.csv,42,2011-ementario-ci262,curriculos/2011/fontes/ementario/disciplinas/161283.html,Ementário component record — CI262,UFPR,https://ementario.ufpr.br/ementario/disciplina.action?d=161283,2026-09-04,not stated,HTML page,curriculos/2011/fontes/ementario/disciplinas/161283.html,5188601fed48462b87d572555496b50c790391d55423c046a3429c4913a77c2f,2011 established only for Resolution/PPC; portal capture current,department and ementa-field status for CI262,preserved,HTML captured unchanged; session identifiers removed by capture URL canonicalization.,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""not stated"", ""document_type"": ""HTML page"", ""id"": ""2011-ementario-ci262"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2011/fontes/ementario/disciplinas/161283.html"", ""notes"": ""HTML captured unchanged; session identifiers removed by capture URL canonicalization."", ""purpose"": ""department and ementa-field status for CI262"", ""sha256"": ""5188601fed48462b87d572555496b50c790391d55423c046a3429c4913a77c2f"", ""source_url"": ""https://ementario.ufpr.br/ementario/disciplina.action?d=161283"", ""status"": ""preserved"", ""title"": ""Ementário component record — CI262"", ""version_or_validity"": ""2011 established only for Resolution/PPC; portal capture current""}"
curriculos/2011/fichas/manifesto.csv,2,CI241-f1-2025-multi-course,curriculos/2011/fichas/ficha-1-indeterminada/CI241-ficha-1-2025-3-periodo.pdf,,,https://bio.ufpr.br/biomedicina/wp-content/uploads/sites/4/2025/07/3%C2%B0-PERIODO.pdf,,2025-05-14,Ficha 1,curriculos/2011/fichas/ficha-1-indeterminada/CI241-ficha-1-2025-3-periodo.pdf,dc041f81505ba3610f7bed682763df3b0166cd7fc1caa5834325dea26532b8df,indeterminate: 2025 signature does not establish 2011 use,,preserved_indeterminate,Multi-course PDF; CI241 appears as a separate Ficha 1 section. No Ficha 2 located.,,,single-origin,"{""applicability"": ""indeterminate: 2025 signature does not establish 2011 use"", ""code"": ""CI241"", ""document_date"": ""2025-05-14"", ""document_type"": ""Ficha 1"", ""local_path"": ""curriculos/2011/fichas/ficha-1-indeterminada/CI241-ficha-1-2025-3-periodo.pdf"", ""notes"": ""Multi-course PDF; CI241 appears as a separate Ficha 1 section. No Ficha 2 located."", ""record_id"": ""CI241-f1-2025-multi-course"", ""sha256"": ""dc041f81505ba3610f7bed682763df3b0166cd7fc1caa5834325dea26532b8df"", ""source_url"": ""https://bio.ufpr.br/biomedicina/wp-content/uploads/sites/4/2025/07/3%C2%B0-PERIODO.pdf"", ""status"": ""preserved_indeterminate"", ""term_class"": ""not stated""}"
curriculos/2023/fontes/manifesto.csv,2,2023-R75,curriculos/2023/fontes/resolucao-75-22-cepe.pdf,Resolução nº 75/22-CEPE,UFPR CEPE,https://ibm.inf.ufpr.br/media/Resolucao-75-22-CEPE.pdf,2026-09-03,2022-12-02,Resolução,curriculos/2023/fontes/resolucao-75-22-cepe.pdf,b003d94ffe7a5d91b4f352c6531186cbf2e1ce3a3ee2acc5e1267ad572826d1d,ingressantes 2022/2023,matriz eletivas dependências e regras,preservado,original PDF,curriculos/2023/fontes/resolucao-75-22-cepe.pdf,source_url|status|title|version_or_validity,metadata-differences-not-adjudicated,"{""accessed_at"": ""2026-09-03"", ""document_date"": ""2022-12-02"", ""document_type"": ""Resolução"", ""id"": ""2023-R75"", ""institution"": ""UFPR CEPE"", ""local_path"": ""curriculos/2023/fontes/resolucao-75-22-cepe.pdf"", ""notes"": ""original PDF"", ""purpose"": ""matriz eletivas dependências e regras"", ""sha256"": ""b003d94ffe7a5d91b4f352c6531186cbf2e1ce3a3ee2acc5e1267ad572826d1d"", ""source_url"": ""https://ibm.inf.ufpr.br/media/Resolucao-75-22-CEPE.pdf"", ""status"": ""preservado"", ""title"": ""Resolução nº 75/22-CEPE"", ""version_or_validity"": ""ingressantes 2022/2023""}"
curriculos/2023/fontes/manifesto.csv,3,2023-PPC,curriculos/2023/fontes/ppc-2023.pdf,PPC Informática Biomédica 2023,UFPR,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,2026-09-03,2022-09-29,PPC,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,2023,regulamentos,preservado,original PDF,curriculos/2023/fontes/ppc-2023.pdf,source_url|status|title,metadata-differences-not-adjudicated,"{""accessed_at"": ""2026-09-03"", ""document_date"": ""2022-09-29"", ""document_type"": ""PPC"", ""id"": ""2023-PPC"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2023/fontes/ppc-2023.pdf"", ""notes"": ""original PDF"", ""purpose"": ""regulamentos"", ""sha256"": ""548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6"", ""source_url"": ""https://ibm.inf.ufpr.br/media/PPC-2-1.pdf"", ""status"": ""preservado"", ""title"": ""PPC Informática Biomédica 2023"", ""version_or_validity"": ""2023""}"
curriculos/2023/fontes/manifesto.csv,4,2023-R76,curriculos/2023/fontes/resolucao-76-22-cepe.pdf,Resolução nº 76/22-CEPE,UFPR CEPE,https://soc.ufpr.br/wp-content/uploads/2022/12/Resolução-76-22-CEPE.pdf,2026-09-03,2022-12-02,Resolução,curriculos/2023/fontes/resolucao-76-22-cepe.pdf,e3524cf27bd8e6440c018c19c5881daf73f73fa2bb6a24e88148afd2796ed820,ingressantes 2022/2023,BQ083 BQ112 creation,preservado,original PDF,,,single-origin,"{""accessed_at"": ""2026-09-03"", ""document_date"": ""2022-12-02"", ""document_type"": ""Resolução"", ""id"": ""2023-R76"", ""institution"": ""UFPR CEPE"", ""local_path"": ""curriculos/2023/fontes/resolucao-76-22-cepe.pdf"", ""notes"": ""original PDF"", ""purpose"": ""BQ083 BQ112 creation"", ""sha256"": ""e3524cf27bd8e6440c018c19c5881daf73f73fa2bb6a24e88148afd2796ed820"", ""source_url"": ""https://soc.ufpr.br/wp-content/uploads/2022/12/Resolução-76-22-CEPE.pdf"", ""status"": ""preservado"", ""title"": ""Resolução nº 76/22-CEPE"", ""version_or_validity"": ""ingressantes 2022/2023""}"
curriculos/2023/fontes/manifesto.csv,5,2023-R77,curriculos/2023/fontes/resolucao-77-22-cepe.pdf,Resolução nº 77/22-CEPE,UFPR CEPE,https://soc.ufpr.br/wp-content/uploads/2022/12/Resolução-77-22-CEPE.pdf,2026-09-03,2022-12-02,Resolução,curriculos/2023/fontes/resolucao-77-22-cepe.pdf,f68fcfb012ea216a3cf8444d93d47d13cf5b65882cabcf236048349cf348bc07,ingressantes 2022/2023,MN162 MN163 creation,preservado,original PDF,,,single-origin,"{""accessed_at"": ""2026-09-03"", ""document_date"": ""2022-12-02"", ""document_type"": ""Resolução"", ""id"": ""2023-R77"", ""institution"": ""UFPR CEPE"", ""local_path"": ""curriculos/2023/fontes/resolucao-77-22-cepe.pdf"", ""notes"": ""original PDF"", ""purpose"": ""MN162 MN163 creation"", ""sha256"": ""f68fcfb012ea216a3cf8444d93d47d13cf5b65882cabcf236048349cf348bc07"", ""source_url"": ""https://soc.ufpr.br/wp-content/uploads/2022/12/Resolução-77-22-CEPE.pdf"", ""status"": ""preservado"", ""title"": ""Resolução nº 77/22-CEPE"", ""version_or_validity"": ""ingressantes 2022/2023""}"
curriculos/2023/fontes/manifesto.csv,6,2023-R78,curriculos/2023/fontes/resolucao-78-22-cepe.pdf,Resolução nº 78/22-CEPE,UFPR CEPE,https://soc.ufpr.br/wp-content/uploads/2022/12/Resolução-78-22-CEPE.pdf,2026-09-03,2022-12-02,Resolução,curriculos/2023/fontes/resolucao-78-22-cepe.pdf,9469d5d32629d024cef7ce56139fc4fda3d626027d7441c184e6880d4add6543,ingressantes 2022/2023,BF114 creation,preservado,original PDF,,,single-origin,"{""accessed_at"": ""2026-09-03"", ""document_date"": ""2022-12-02"", ""document_type"": ""Resolução"", ""id"": ""2023-R78"", ""institution"": ""UFPR CEPE"", ""local_path"": ""curriculos/2023/fontes/resolucao-78-22-cepe.pdf"", ""notes"": ""original PDF"", ""purpose"": ""BF114 creation"", ""sha256"": ""9469d5d32629d024cef7ce56139fc4fda3d626027d7441c184e6880d4add6543"", ""source_url"": ""https://soc.ufpr.br/wp-content/uploads/2022/12/Resolução-78-22-CEPE.pdf"", ""status"": ""preservado"", ""title"": ""Resolução nº 78/22-CEPE"", ""version_or_validity"": ""ingressantes 2022/2023""}"
curriculos/2023/fontes/manifesto.csv,7,2023-R79,curriculos/2023/fontes/resolucao-79-22-cepe.pdf,Resolução nº 79/22-CEPE,UFPR CEPE,https://soc.ufpr.br/wp-content/uploads/2022/12/Resolução-79-22-CEPE.pdf,2026-09-03,2022-12-02,Resolução,curriculos/2023/fontes/resolucao-79-22-cepe.pdf,d0690f2ae20bce17c3e609c88eea3389c22681e5c83beb5c6d36cb770b5044db,ingressantes 2022/2023,BG079 creation,preservado,original PDF,,,single-origin,"{""accessed_at"": ""2026-09-03"", ""document_date"": ""2022-12-02"", ""document_type"": ""Resolução"", ""id"": ""2023-R79"", ""institution"": ""UFPR CEPE"", ""local_path"": ""curriculos/2023/fontes/resolucao-79-22-cepe.pdf"", ""notes"": ""original PDF"", ""purpose"": ""BG079 creation"", ""sha256"": ""d0690f2ae20bce17c3e609c88eea3389c22681e5c83beb5c6d36cb770b5044db"", ""source_url"": ""https://soc.ufpr.br/wp-content/uploads/2022/12/Resolução-79-22-CEPE.pdf"", ""status"": ""preservado"", ""title"": ""Resolução nº 79/22-CEPE"", ""version_or_validity"": ""ingressantes 2022/2023""}"
curriculos/2023/fontes/manifesto.csv,8,2023-R80,curriculos/2023/fontes/resolucao-80-22-cepe.pdf,Resolução nº 80/22-CEPE,UFPR CEPE,https://soc.ufpr.br/wp-content/uploads/2022/12/Resolução-80-22-CEPE.pdf,2026-09-03,2022-12-02,Resolução,curriculos/2023/fontes/resolucao-80-22-cepe.pdf,341692b01d0570e2b642aaab758e3c932e1d8ea37668d97afadab0ece2503d73,ingressantes 2022/2023,created DInf components,preservado,actual stored-byte hash differs from older README transcription,,,single-origin,"{""accessed_at"": ""2026-09-03"", ""document_date"": ""2022-12-02"", ""document_type"": ""Resolução"", ""id"": ""2023-R80"", ""institution"": ""UFPR CEPE"", ""local_path"": ""curriculos/2023/fontes/resolucao-80-22-cepe.pdf"", ""notes"": ""actual stored-byte hash differs from older README transcription"", ""purpose"": ""created DInf components"", ""sha256"": ""341692b01d0570e2b642aaab758e3c932e1d8ea37668d97afadab0ece2503d73"", ""source_url"": ""https://soc.ufpr.br/wp-content/uploads/2022/12/Resolução-80-22-CEPE.pdf"", ""status"": ""preservado"", ""title"": ""Resolução nº 80/22-CEPE"", ""version_or_validity"": ""ingressantes 2022/2023""}"
curriculos/2023/fontes/manifesto.csv,9,2023-DINF,curriculos/2023/fontes/pagina-dinf-disciplinas.html,Disciplinas do Departamento de Informática,UFPR DInf,https://web.inf.ufpr.br/dinf/?page_id=232,2026-09-04,data não identificada,HTML page,curriculos/2023/fontes/pagina-dinf-disciplinas.html,aef453c94119c3ff934d98da0deb83d1ba85f8b27711bbaa5a36d9f79d2fbb4a,página atual,proveniência das Fichas DInf,preservado,captura HTML,curriculos/2023/fontes/pagina-dinf-disciplinas.html,status|title|version_or_validity,metadata-differences-not-adjudicated,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""data não identificada"", ""document_type"": ""HTML page"", ""id"": ""2023-DINF"", ""institution"": ""UFPR DInf"", ""local_path"": ""curriculos/2023/fontes/pagina-dinf-disciplinas.html"", ""notes"": ""captura HTML"", ""purpose"": ""proveniência das Fichas DInf"", ""sha256"": ""aef453c94119c3ff934d98da0deb83d1ba85f8b27711bbaa5a36d9f79d2fbb4a"", ""source_url"": ""https://web.inf.ufpr.br/dinf/?page_id=232"", ""status"": ""preservado"", ""title"": ""Disciplinas do Departamento de Informática"", ""version_or_validity"": ""página atual""}"
curriculos/2023/fontes/manifesto.csv,10,2023-GRADE,curriculos/2023/fontes/pagina-grade-2023.html,Currículo 2023,UFPR Informática Biomédica,https://site-ibm-bbec98.pages.c3sl.ufpr.br/curso/curriculo-2023/,2026-09-03,data não identificada,HTML page,curriculos/2023/fontes/pagina-grade-2023.html,2329616dda04ab55c7468114c8d04a83cfb4e2b3ed450f6bc870421f0ae4c44f,página atual,controle institucional da vigência,preservado,captura HTML,,,single-origin,"{""accessed_at"": ""2026-09-03"", ""document_date"": ""data não identificada"", ""document_type"": ""HTML page"", ""id"": ""2023-GRADE"", ""institution"": ""UFPR Informática Biomédica"", ""local_path"": ""curriculos/2023/fontes/pagina-grade-2023.html"", ""notes"": ""captura HTML"", ""purpose"": ""controle institucional da vigência"", ""sha256"": ""2329616dda04ab55c7468114c8d04a83cfb4e2b3ed450f6bc870421f0ae4c44f"", ""source_url"": ""https://site-ibm-bbec98.pages.c3sl.ufpr.br/curso/curriculo-2023/"", ""status"": ""preservado"", ""title"": ""Currículo 2023"", ""version_or_validity"": ""página atual""}"
curriculos/2023/fontes/manifesto.csv,11,2023-NORMAS,curriculos/2023/fontes/pagina-normas-e-procedimentos.html,Normas e Procedimentos,UFPR Informática Biomédica,https://ibm.inf.ufpr.br/curso/normas-e-procedimentos/,2026-09-03,data não identificada,HTML page,curriculos/2023/fontes/pagina-normas-e-procedimentos.html,635dd92079325eba53df86d026458db527fa85290465faa67720959dc265acfd,atual,controle de referências regulamentares,preservado,captura HTML,,,single-origin,"{""accessed_at"": ""2026-09-03"", ""document_date"": ""data não identificada"", ""document_type"": ""HTML page"", ""id"": ""2023-NORMAS"", ""institution"": ""UFPR Informática Biomédica"", ""local_path"": ""curriculos/2023/fontes/pagina-normas-e-procedimentos.html"", ""notes"": ""captura HTML"", ""purpose"": ""controle de referências regulamentares"", ""sha256"": ""635dd92079325eba53df86d026458db527fa85290465faa67720959dc265acfd"", ""source_url"": ""https://ibm.inf.ufpr.br/curso/normas-e-procedimentos/"", ""status"": ""preservado"", ""title"": ""Normas e Procedimentos"", ""version_or_validity"": ""atual""}"
curriculos/2023/fontes/manifesto.csv,12,2023-GRADE-SEMESTRAL,curriculos/2023/fontes/pagina-grade-semestral.html,Grade Semestral 2025/2,UFPR Informática Biomédica,https://site-ibm-bbec98.pages.c3sl.ufpr.br/grade/grade-semestral/,2026-09-03,2025/2,HTML page,curriculos/2023/fontes/pagina-grade-semestral.html,c7d880b2681abc959237526ecdb941c47c5207360f3d6883246497fe933f144c,2025/2,registro de página de horários; não é Ementário,preservado,captura HTML mantida com proveniência corrigida; não sustenta alegação sobre currículo de 3000h,,,single-origin,"{""accessed_at"": ""2026-09-03"", ""document_date"": ""2025/2"", ""document_type"": ""HTML page"", ""id"": ""2023-GRADE-SEMESTRAL"", ""institution"": ""UFPR Informática Biomédica"", ""local_path"": ""curriculos/2023/fontes/pagina-grade-semestral.html"", ""notes"": ""captura HTML mantida com proveniência corrigida; não sustenta alegação sobre currículo de 3000h"", ""purpose"": ""registro de página de horários; não é Ementário"", ""sha256"": ""c7d880b2681abc959237526ecdb941c47c5207360f3d6883246497fe933f144c"", ""source_url"": ""https://site-ibm-bbec98.pages.c3sl.ufpr.br/grade/grade-semestral/"", ""status"": ""preservado"", ""title"": ""Grade Semestral 2025/2"", ""version_or_validity"": ""2025/2""}"
curriculos/2023/fontes/manifesto.csv,13,2023-EMENTARIO,curriculos/2023/fontes/pagina-ementario-curriculo-96a-2026-09-04.html,Portal do Ementário currículo 96A,UFPR,https://ementario.ufpr.br/ementario/curriculo.action?v=1225,2026-09-04,Informática Biomédica - 2011 - Corrente,HTML page,curriculos/2023/fontes/pagina-ementario-curriculo-96a-2026-09-04.html,12e638f4992bbc2da3da549d0b12d22a733e906d3d2d611dfb4d9dab79ec1501,representação portal 2011 corrente,registro da divergência portal 3000h,preservado,captura HTML original; o portal mostra 3000 horas e não é usado como matriz 2023,,,single-origin,"{""accessed_at"": ""2026-09-04"", ""document_date"": ""Informática Biomédica - 2011 - Corrente"", ""document_type"": ""HTML page"", ""id"": ""2023-EMENTARIO"", ""institution"": ""UFPR"", ""local_path"": ""curriculos/2023/fontes/pagina-ementario-curriculo-96a-2026-09-04.html"", ""notes"": ""captura HTML original; o portal mostra 3000 horas e não é usado como matriz 2023"", ""purpose"": ""registro da divergência portal 3000h"", ""sha256"": ""12e638f4992bbc2da3da549d0b12d22a733e906d3d2d611dfb4d9dab79ec1501"", ""source_url"": ""https://ementario.ufpr.br/ementario/curriculo.action?v=1225"", ""status"": ""preservado"", ""title"": ""Portal do Ementário currículo 96A"", ""version_or_validity"": ""representação portal 2011 corrente""}"
curriculos/2023/fichas/manifesto-dinf.csv,2,CI1003,curriculos/2023/fichas/dinf/CI1003/ficha-1.pdf,Introdução à Ciência da Computação,,https://web.inf.ufpr.br/dinf/wp-content/uploads/sites/2/2020/06/CI1003-Introdu%C3%A7%C3%A3o-%C3%A0-Ci%C3%AAncia-da-Computa%C3%A7%C3%A3o.pdf,,,ficha-1,curriculos/2023/fichas/dinf/CI1003/ficha-1.pdf,50a65e1bfe4986f1e5ba39d9a36e1bec0ce8caf6c860df37ff5cfa99e748e91d,,,downloaded,,,,single-origin,"{""bytes"": ""80916"", ""code"": ""CI1003"", ""index_label"": ""Introdução à Ciência da Computação"", ""kind_in_index"": ""ficha-1"", ""local_path"": ""curriculos/2023/fichas/dinf/CI1003/ficha-1.pdf"", ""sha256"": ""50a65e1bfe4986f1e5ba39d9a36e1bec0ce8caf6c860df37ff5cfa99e748e91d"", ""source_url"": ""https://web.inf.ufpr.br/dinf/wp-content/uploads/sites/2/2020/06/CI1003-Introdu%C3%A7%C3%A3o-%C3%A0-Ci%C3%AAncia-da-Computa%C3%A7%C3%A3o.pdf"", ""status"": ""downloaded""}"
curriculos/2023/fichas/manifesto-dinf.csv,3,CI1055,curriculos/2023/fichas/dinf/CI1055/ficha-1.pdf,Ficha 1,,https://web.inf.ufpr.br/dinf/wp-content/uploads/sites/2/2020/05/CI1055-Algoritmos-e-Estruturas-de-Dados-1.pdf,,,ficha-1,curriculos/2023/fichas/dinf/CI1055/ficha-1.pdf,2b08392604d4cfb41fbebef1d32ceb41372a8b7491fded4e593356735fcb5cca,,,downloaded,,,,single-origin,"{""bytes"": ""106140"", ""code"": ""CI1055"", ""index_label"": ""Ficha 1"", ""kind_in_index"": ""ficha-1"", ""local_path"": ""curriculos/2023/fichas/dinf/CI1055/ficha-1.pdf"", ""sha256"": ""2b08392604d4cfb41fbebef1d32ceb41372a8b7491fded4e593356735fcb5cca"", ""source_url"": ""https://web.inf.ufpr.br/dinf/wp-content/uploads/sites/2/2020/05/CI1055-Algoritmos-e-Estruturas-de-Dados-1.pdf"", ""status"": ""downloaded""}"
