source_worksheet,source_cell,source_row,source_workbook,workbook_sha256,period,period_source,id_pesquisa,questionnaire_id,question_id,questionnaire,question,course_code,course_literal,sector_code,sector_literal,response_type,institution,category,value,unit,universe,denominator,notes,structural_status
dados,A13339:N13339,13339,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1094,AVALIAÇÃO DE SERVIÇOS,"Indique sua satisfação com a qualidade dos serviços da UFPR de forma geral, considerando os serviços que você demanda e não foram listados acima. Considere em sua resposta o alcance dos objetivos da instituição previstos em sua missão:",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,C,UFPR,AVALIAÇÃO DE SERVIÇOS,6,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13340:N13340,13340,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,291,1095,AVALIAÇÃO DE SERVIÇOS,Unidade da cultura da PROEC:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,Não utilizei o serviço,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13341:N13341,13341,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,292,1096,INSTRUMENTO E FERRAMENTA DE PESQUISA,Objetividade e clareza deste formulário avaliativo:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,D,UFPR,INSTRUMENTO E FERRAMENTA DE PESQUISA,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13342:N13342,13342,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,292,1097,INSTRUMENTO E FERRAMENTA DE PESQUISA,Funcionalidade desta ferramenta desenvolvida pela Agtic para aplicação de pesquisas:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,D,UFPR,INSTRUMENTO E FERRAMENTA DE PESQUISA,Regular,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13343:N13343,13343,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,298,1106,NÚCLEOS DE TECNOLOGIAS EDUCACIONAIS (NTEs),Você conhece os Núcleos de Tecnologias Educacionais (NTEs)? ,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,B,UFPR,NÚCLEOS DE TECNOLOGIAS EDUCACIONAIS (NTEs),Não,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13344:N13344,13344,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,299,1068,LABORATÓRIOS,Você utilizou um ou mais laboratórios da UFPR?,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,B,UFPR,LABORATÓRIOS,Sim,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13345:N13345,13345,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,299,1069,LABORATÓRIOS,"Avalie a adequação e flexibilidade de organização do espaço físico no(s) laboratório(s), incluindo as condições de conforto do ambiente:",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,LABORATÓRIOS,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13346:N13346,13346,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,299,1070,LABORATÓRIOS,"Avalie as condições e disponibilidade de equipamentos e recursos de tecnologia da informação e comunicação no(s) laboratório(s), incluindo a manutenção e modernização:",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,LABORATÓRIOS,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13347:N13347,13347,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,9164,299,1071,LABORATÓRIOS,"Avalie as orientações e disponibilização de informações no(s) laboratório(s) sobre as normas internas de segurança (equipamento de proteção individual, manuseio de produtos, etc.):",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,LABORATÓRIOS,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13348:N13348,13348,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,283,1052,SEGURANÇA,Proteção e segurança predial e do patrimônio público:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SEGURANÇA,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13349:N13349,13349,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,283,1053,SEGURANÇA,Proteção e segurança das pessoas nos campi:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SEGURANÇA,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13350:N13350,13350,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,283,1054,SEGURANÇA,"Adequação às normas de segurança dos ambientes externos e internos (plano de fuga em caso de incêndio, brigada de incêndio, placas de sinalização, sinais de trânsito, etc.):",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SEGURANÇA,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13351:N13351,13351,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,284,1055,AMBIENTES,"Conservação e manutenção das áreas internas comuns (corredores, auditórios, espaços de convivência e alimentação, etc.):",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AMBIENTES,Excelente,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13352:N13352,13352,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,284,1056,AMBIENTES,"Conservação e manutenção das áreas externas (calçadas, vias de acesso, outros):",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AMBIENTES,Excelente,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13353:N13353,13353,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,284,1057,AMBIENTES,Instalações sanitárias:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AMBIENTES,Regular,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13354:N13354,13354,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,284,1058,AMBIENTES,"Acessibilidade (elevadores, rampas de acesso, adequação às demandas de pessoas com deficiência):",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AMBIENTES,Excelente,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13355:N13355,13355,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,285,1059,SERVIÇOS TERCEIRIZADOS,Qualidade dos serviços de limpeza e higiene dos ambientes:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SERVIÇOS TERCEIRIZADOS,Excelente,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13356:N13356,13356,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,285,1060,SERVIÇOS TERCEIRIZADOS,Qualidade dos serviços de manutenção dos ambientes internos e externos:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SERVIÇOS TERCEIRIZADOS,Excelente,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13357:N13357,13357,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,285,1061,SERVIÇOS TERCEIRIZADOS,Qualidade do atendimento nos restaurantes universitários :,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SERVIÇOS TERCEIRIZADOS,Excelente,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13358:N13358,13358,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,285,1062,SERVIÇOS TERCEIRIZADOS,"Qualidade dos serviços de atendimento ao público: recepções, portarias e guaritas:",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SERVIÇOS TERCEIRIZADOS,Excelente,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13359:N13359,13359,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,286,1063,SALAS DE AULA,"Adequação e flexibilidade de organização do espaço perante às necessidades do curso, incluindo as condições de conforto do ambiente:",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SALAS DE AULA,Regular,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13360:N13360,13360,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,286,1064,SALAS DE AULA,"Recursos de tecnologia da informação e comunicação, incluindo as ações de modernização dos equipamentos:",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SALAS DE AULA,Ruim,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13361:N13361,13361,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,289,1072,BIBLIOTECAS,Atualização e manutenção do acervo físico e/ou digital:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13362:N13362,13362,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,289,1073,BIBLIOTECAS,Uso do catálogo eletrônico (acervo.ufpr.br):,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13363:N13363,13363,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,289,1074,BIBLIOTECAS,Horário(s) de funcionamento:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13364:N13364,13364,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,289,1075,BIBLIOTECAS,"Canais de comunicação (portal do SiBi, redes sociais e outros):",40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13365:N13365,13365,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,289,1076,BIBLIOTECAS,Oferta de capacitações aos usuários:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Excelente,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13366:N13366,13366,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,289,1077,BIBLIOTECAS,Contéudos de acesso digital (Repositório Digital Institucional e bases/plataformas de dados):,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13367:N13367,13367,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,289,1078,BIBLIOTECAS,Atendimento às necessidades de acessibilidade física e informacional:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,BIBLIOTECAS,Não sei responder,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13368:N13368,13368,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,290,1079,SISTEMAS E REDES,SIGA - atendimento às atividades acadêmicas do curso:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SISTEMAS E REDES,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13369:N13369,13369,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,290,1080,SISTEMAS E REDES,UFPR VIRTUAL - atendimento às atividades acadêmicas do curso :,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SISTEMAS E REDES,Excelente,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13370:N13370,13370,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,290,1081,SISTEMAS E REDES,Qualidade das redes ofertadas pela instituição:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,SISTEMAS E REDES,Bom,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13371:N13371,13371,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,291,1082,AVALIAÇÃO DE SERVIÇOS,Coordenação do Curso:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,8,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13372:N13372,13372,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,291,1083,AVALIAÇÃO DE SERVIÇOS,Secretaria do Curso:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,10,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
dados,A13373:N13373,13373,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,10562,291,1084,AVALIAÇÃO DE SERVIÇOS,Secretarias dos departamentos que atendem ao curso:,40001016064G0,INFORMÁTICA BIOMÉDICA,110,SETOR DE CIÊNCIAS EXATAS,A,UFPR,AVALIAÇÃO DE SERVIÇOS,10,literal response,three course respondents as explicitly labelled in Quantidade de respostas,3,One source response row. ID_PESQUISA is retained literally and is not reinterpreted as a person identifier. Course code/name are copied from the same row; respondent count is copied from the course quantity table.,direct source row; no category reinterpretation
