source_worksheet,source_cells,source_workbook,workbook_sha256,period,period_source,questionnaire_id,question_id,questionnaire,question,response_type,category,value,unit,universe,denominator,percentage,notes,structural_status
dados,F13369,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,290,1080,SISTEMAS E REDES,UFPR VIRTUAL - atendimento às atividades acadêmicas do curso :,A,Excelente,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13325;F13413,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,290,1080,SISTEMAS E REDES,UFPR VIRTUAL - atendimento às atividades acadêmicas do curso :,A,Regular,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13326;F13370,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,290,1081,SISTEMAS E REDES,Qualidade das redes ofertadas pela instituição:,A,Bom,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13414,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,290,1081,SISTEMAS E REDES,Qualidade das redes ofertadas pela instituição:,A,Ruim,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13327;F13371;F13415,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1082,AVALIAÇÃO DE SERVIÇOS,Coordenação do Curso:,A,8,3,responses,responses to this question from the three explicitly labelled course respondents,3,1.0,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13328;F13372;F13416,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1083,AVALIAÇÃO DE SERVIÇOS,Secretaria do Curso:,A,10,3,responses,responses to this question from the three explicitly labelled course respondents,3,1.0,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13329;F13373,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1084,AVALIAÇÃO DE SERVIÇOS,Secretarias dos departamentos que atendem ao curso:,A,10,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13417,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1084,AVALIAÇÃO DE SERVIÇOS,Secretarias dos departamentos que atendem ao curso:,A,8,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13418,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1085,AVALIAÇÃO DE SERVIÇOS,Biblioteca(s):,A,6,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13330;F13374,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1085,AVALIAÇÃO DE SERVIÇOS,Biblioteca(s):,A,Não utilizei o serviço,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13419,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1086,AVALIAÇÃO DE SERVIÇOS,"Laboratório(s), quando houver:",A,6,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13331;F13375,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1086,AVALIAÇÃO DE SERVIÇOS,"Laboratório(s), quando houver:",A,8,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13332;F13376;F13420,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1087,AVALIAÇÃO DE SERVIÇOS,Unidade de atendimento ao público da PROGRAD:,A,Não utilizei o serviço,3,responses,responses to this question from the three explicitly labelled course respondents,3,1.0,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13333,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1088,AVALIAÇÃO DE SERVIÇOS,Unidade de estágio da PROGRAD:,A,6,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13377;F13421,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1088,AVALIAÇÃO DE SERVIÇOS,Unidade de estágio da PROGRAD:,A,Não utilizei o serviço,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13334;F13378;F13422,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1089,AVALIAÇÃO DE SERVIÇOS,Unidade da extensão da PROEC:,A,Não utilizei o serviço,3,responses,responses to this question from the three explicitly labelled course respondents,3,1.0,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13335;F13379;F13423,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1090,AVALIAÇÃO DE SERVIÇOS,"Unidade de apoio pedagógico, psicológico e social da PRAE:",C,Não utilizei o serviço,3,responses,responses to this question from the three explicitly labelled course respondents,3,1.0,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13336;F13380;F13424,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1091,AVALIAÇÃO DE SERVIÇOS,Unidade de apoio à saúde (Casas) da PROGEPE:,C,Não utilizei o serviço,3,responses,responses to this question from the three explicitly labelled course respondents,3,1.0,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13337;F13381;F13425,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1092,AVALIAÇÃO DE SERVIÇOS,"SIPAD (Superintendência de Inclusão, Políticas Afirmativas e Diversidade):",C,Não utilizei o serviço,3,responses,responses to this question from the three explicitly labelled course respondents,3,1.0,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13338;F13382;F13426,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1093,AVALIAÇÃO DE SERVIÇOS,Ouvidoria da UFPR:,C,Não utilizei o serviço,3,responses,responses to this question from the three explicitly labelled course respondents,3,1.0,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13339;F13383;F13427,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1094,AVALIAÇÃO DE SERVIÇOS,"Indique sua satisfação com a qualidade dos serviços da UFPR de forma geral, considerando os serviços que você demanda e não foram listados acima. Considere em sua resposta o alcance dos objetivos da instituição previstos em sua missão:",C,6,3,responses,responses to this question from the three explicitly labelled course respondents,3,1.0,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13384,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1095,AVALIAÇÃO DE SERVIÇOS,Unidade da cultura da PROEC:,A,2,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13340;F13428,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,291,1095,AVALIAÇÃO DE SERVIÇOS,Unidade da cultura da PROEC:,A,Não utilizei o serviço,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13341;F13429,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,292,1096,INSTRUMENTO E FERRAMENTA DE PESQUISA,Objetividade e clareza deste formulário avaliativo:,D,Bom,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13385,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,292,1096,INSTRUMENTO E FERRAMENTA DE PESQUISA,Objetividade e clareza deste formulário avaliativo:,D,Excelente,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13386;F13430,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,292,1097,INSTRUMENTO E FERRAMENTA DE PESQUISA,Funcionalidade desta ferramenta desenvolvida pela Agtic para aplicação de pesquisas:,D,Excelente,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13342,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,292,1097,INSTRUMENTO E FERRAMENTA DE PESQUISA,Funcionalidade desta ferramenta desenvolvida pela Agtic para aplicação de pesquisas:,D,Regular,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13343;F13387;F13431,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,298,1106,NÚCLEOS DE TECNOLOGIAS EDUCACIONAIS (NTEs),Você conhece os Núcleos de Tecnologias Educacionais (NTEs)? ,B,Não,3,responses,responses to this question from the three explicitly labelled course respondents,3,1.0,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13344;F13388;F13432,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,299,1068,LABORATÓRIOS,Você utilizou um ou mais laboratórios da UFPR?,B,Sim,3,responses,responses to this question from the three explicitly labelled course respondents,3,1.0,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13345;F13389,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,299,1069,LABORATÓRIOS,"Avalie a adequação e flexibilidade de organização do espaço físico no(s) laboratório(s), incluindo as condições de conforto do ambiente:",A,Bom,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13433,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,299,1069,LABORATÓRIOS,"Avalie a adequação e flexibilidade de organização do espaço físico no(s) laboratório(s), incluindo as condições de conforto do ambiente:",A,Ruim,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13346,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,299,1070,LABORATÓRIOS,"Avalie as condições e disponibilidade de equipamentos e recursos de tecnologia da informação e comunicação no(s) laboratório(s), incluindo a manutenção e modernização:",A,Bom,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13390;F13434,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,299,1070,LABORATÓRIOS,"Avalie as condições e disponibilidade de equipamentos e recursos de tecnologia da informação e comunicação no(s) laboratório(s), incluindo a manutenção e modernização:",A,Regular,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13347;F13435,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,299,1071,LABORATÓRIOS,"Avalie as orientações e disponibilização de informações no(s) laboratório(s) sobre as normas internas de segurança (equipamento de proteção individual, manuseio de produtos, etc.):",A,Bom,2,responses,responses to this question from the three explicitly labelled course respondents,3,0.6666666666666666,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
dados,F13391,administracao/historico/fontes/documentos/cpa-avaliacao-curso-informatica-biomedica-2022.xlsx,4c968ff6e4c32b9d023cfd4f783c0a38b3474bbcde231c383587a9198771cf40,AVALIAÇÃO DE CURSOS 2022 (13 a 28 de fevereiro 2023),Questoes!C2:C48,299,1071,LABORATÓRIOS,"Avalie as orientações e disponibilização de informações no(s) laboratório(s) sobre as normas internas de segurança (equipamento de proteção individual, manuseio de produtos, etc.):",A,Regular,1,responses,responses to this question from the three explicitly labelled course respondents,3,0.3333333333333333,Count and proportion derived only from cited literal response cells; categories are not combined.,mechanical frequency from source rows
